"Date","Price","Open","High","Low","Vol.","Change %"
"11/09/2023","916.36","920.03","925.09","911.76","3.34M","0.06%"
"08/09/2023","915.81","919.57","921.41","907.90","3.16M","0.16%"
"07/09/2023","914.33","893.01","914.33","886.76","3.59M","2.22%"
"06/09/2023","894.48","891.36","896.32","881.25","7.24M","0.43%"
"05/09/2023","890.62","896.32","902.57","890.62","3.63M","-0.94%"
"04/09/2023","899.08","909.00","912.13","899.08","2.73M","-0.75%"
"01/09/2023","905.88","909.37","911.57","904.04","3.80M","-0.46%"
"31/08/2023","910.11","910.66","921.87","910.11","9.34M","-0.30%"
"30/08/2023","912.86","909.19","916.72","901.65","5.05M","0.65%"
"29/08/2023","906.98","905.33","911.94","901.28","4.47M","0.92%"
"25/08/2023","898.71","890.44","899.26","889.52","3.67M","0.74%"
"24/08/2023","892.09","887.68","897.71","887.68","3.09M","0.75%"
"23/08/2023","885.47","869.30","890.81","868.93","9.22M","2.18%"
"22/08/2023","866.54","871.69","873.53","863.60","5.68M","-0.34%"
"21/08/2023","869.48","870.58","880.14","866.17","3.93M","-0.57%"
"18/08/2023","874.45","866.91","877.75","865.07","4.66M","0.53%"
"17/08/2023","869.85","878.12","878.12","867.83","3.05M","-0.98%"
"16/08/2023","878.49","881.43","884.92","876.28","7.12M","-0.44%"
"15/08/2023","882.35","893.75","895.58","877.20","4.38M","-1.56%"
"14/08/2023","896.32","904.04","906.61","893.75","6.14M","-0.59%"
"11/08/2023","901.65","905.51","911.94","899.81","6.41M","-0.87%"
"10/08/2023","909.56","902.57","909.56","899.63","8.35M","1.31%"
"09/08/2023","897.79","898.34","901.47","888.60","15.26M","0.10%"
"08/08/2023","896.87","885.11","901.10","883.27","16.43M","1.08%"
"07/08/2023","887.31","899.26","899.63","885.06","8.24M","-1.45%"
"04/08/2023","900.36","893.93","900.36","886.39","6.36M","0.72%"
"03/08/2023","893.93","911.21","912.13","892.09","14.13M","-2.33%"
"02/08/2023","915.25","929.22","931.52","912.13","5.84M","-2.13%"
"01/08/2023","935.20","949.44","949.44","930.60","5.52M","-1.36%"
"31/07/2023","948.07","948.07","957.72","945.70","6.11M","0.00%"
"28/07/2023","948.07","958.64","961.49","947.61","3.94M","-1.15%"
"27/07/2023","959.10","966.45","967.37","958.18","9.30M","-0.71%"
"26/07/2023","965.99","968.29","971.96","951.28","3.46M","0.00%"
"25/07/2023","965.99","970.12","973.34","957.72","4.68M","-0.85%"
"24/07/2023","974.26","962.77","977.48","962.77","9.04M","0.57%"
"21/07/2023","968.75","971.04","972.88","961.09","14.61M","0.91%"
"20/07/2023","960.01","960.01","968.29","957.72","3.39M","0.43%"
"19/07/2023","955.88","931.06","964.61","930.14","11.73M","2.62%"
"18/07/2023","931.52","934.74","935.66","931.18","4.38M","-0.39%"
"17/07/2023","935.20","939.79","947.15","935.20","3.54M","-0.39%"
"14/07/2023","938.87","931.52","943.47","931.52","6.22M","0.54%"
"13/07/2023","933.82","929.22","935.20","926.93","5.77M","0.74%"
"12/07/2023","926.93","909.37","927.85","906.06","4.70M","2.05%"
"11/07/2023","908.27","911.21","912.86","901.01","11.56M","-0.06%"
"10/07/2023","908.82","919.57","923.25","907.90","4.98M","-1.04%"
"07/07/2023","918.38","931.06","932.94","913.97","4.34M","-2.04%"
"06/07/2023","937.50","943.01","951.28","930.14","5.67M","-0.73%"
"05/07/2023","944.39","961.39","965.07","944.39","10.57M","-2.00%"
"04/07/2023","963.69","961.85","966.45","959.76","6.19M","0.19%"
"03/07/2023","961.85","958.64","965.99","956.80","5.91M","0.58%"
"30/06/2023","956.34","953.12","960.47","948.99","7.22M","0.24%"
"29/06/2023","954.04","961.85","966.45","943.93","9.91M","-0.91%"
"28/06/2023","962.77","960.01","968.29","957.30","12.74M","0.43%"
"27/06/2023","958.64","955.42","961.39","953.93","5.48M","0.63%"
"26/06/2023","952.66","953.12","957.72","950.36","4.42M","-0.19%"
"23/06/2023","954.50","950.82","963.69","949.44","3.77M","0.24%"
"22/06/2023","952.20","960.01","960.93","948.53","5.84M","-1.05%"
"21/06/2023","962.31","953.12","964.15","947.15","6.65M","-0.43%"
"20/06/2023","966.45","962.77","969.89","959.56","6.43M","0.38%"
"19/06/2023","962.77","963.23","968.29","960.47","4.60M","-0.19%"
"16/06/2023","964.61","950.82","1,000.99","949.18","24.37M","1.45%"
"15/06/2023","950.82","946.69","957.72","944.85","9.37M","0.29%"
"14/06/2023","948.07","950.82","954.96","945.10","9.81M","-0.43%"
"13/06/2023","952.20","962.77","964.15","950.60","8.19M","-1.10%"
"12/06/2023","962.77","977.02","977.02","961.15","4.42M","-0.66%"
"09/06/2023","969.21","967.37","971.04","964.15","4.77M","0.43%"
"08/06/2023","965.07","974.72","974.72","962.77","10.90M","-0.47%"
"07/06/2023","969.67","980.24","982.53","965.99","7.59M","-1.17%"
"06/06/2023","981.15","969.67","984.37","969.67","6.40M","0.52%"
"05/06/2023","976.10","972.88","983.91","970.58","7.97M","0.66%"
"02/06/2023","969.67","971.96","974.72","957.26","8.84M","-0.05%"
"01/06/2023","970.12","980.69","981.61","964.26","20.85M","-4.57%"
"31/05/2023","1,016.54","1,007.35","1,020.68","1,005.05","19.34M","0.54%"
"30/05/2023","1,011.03","1,002.29","1,016.54","999.54","4.80M","0.96%"
"26/05/2023","1,001.37","998.16","1,008.73","992.52","7.74M","0.55%"
"25/05/2023","995.86","1,009.65","1,015.62","987.13","8.07M","-1.37%"
"24/05/2023","1,009.65","1,013.78","1,017.92","1,000.46","7.06M","-1.17%"
"23/05/2023","1,021.60","1,013.78","1,030.79","1,002.18","4.48M","0.59%"
"22/05/2023","1,015.62","1,016.54","1,023.43","1,011.03","33.43M","0.18%"
"19/05/2023","1,013.78","1,014.70","1,049.75","1,008.73","8.36M","-0.45%"
"18/05/2023","1,018.38","1,039.98","1,045.03","1,009.19","8.93M","-2.85%"
"17/05/2023","1,048.25","1,066.17","1,066.17","1,048.25","6.28M","-1.81%"
"16/05/2023","1,067.55","1,066.17","1,076.28","1,065.71","5.86M","0.09%"
"15/05/2023","1,066.63","1,084.55","1,085.47","1,063.20","6.99M","-0.13%"
"12/05/2023","1,068.01","1,066.17","1,073.07","1,062.04","5.19M","0.65%"
"11/05/2023","1,061.12","1,068.47","1,069.85","1,057.78","5.34M","-0.09%"
"10/05/2023","1,062.04","1,062.04","1,064.79","1,053.76","5.95M","0.22%"
"09/05/2023","1,059.74","1,059.74","1,060.92","1,047.90","6.68M","0.22%"
"05/05/2023","1,057.44","1,066.17","1,068.01","1,056.98","3.91M","-0.43%"
"04/05/2023","1,062.04","1,047.33","1,065.25","1,045.95","4.93M","1.05%"
"03/05/2023","1,051.01","1,047.79","1,058.82","1,046.41","3.30M","0.18%"
"02/05/2023","1,049.17","1,055.60","1,056.70","1,036.53","7.37M","-0.26%"
"28/04/2023","1,051.93","1,056.98","1,056.98","1,047.33","4.20M","0.13%"
"27/04/2023","1,050.55","1,049.17","1,052.94","1,044.57","3.90M","0.09%"
"26/04/2023","1,049.63","1,060.20","1,067.55","1,045.49","13.88M","-1.00%"
"25/04/2023","1,060.20","1,043.19","1,061.58","1,040.90","5.86M","1.27%"
"24/04/2023","1,046.87","1,050.55","1,057.97","1,043.65","14.89M","-0.57%"
"21/04/2023","1,052.85","1,044.11","1,063.87","1,038.14","5.41M","1.33%"
"20/04/2023","1,039.06","1,033.54","1,040.90","1,028.49","10.32M","0.62%"
"19/04/2023","1,032.62","1,020.68","1,037.22","1,020.68","4.30M","0.63%"
"18/04/2023","1,026.19","1,030.79","1,031.71","1,019.30","4.22M","-0.18%"
"17/04/2023","1,028.03","1,027.11","1,034.00","1,026.19","4.09M","0.00%"
"14/04/2023","1,028.03","1,038.60","1,048.25","1,027.31","6.00M","-2.23%"
"13/04/2023","1,051.47","1,058.36","1,062.96","1,047.68","3.99M","-0.82%"
"12/04/2023","1,060.20","1,054.68","1,068.01","1,049.29","8.43M","1.01%"
"11/04/2023","1,049.63","1,046.41","1,054.11","1,046.41","7.39M","0.18%"
"06/04/2023","1,047.79","1,041.36","1,057.90","1,036.30","5.57M","0.97%"
"05/04/2023","1,037.68","1,017.00","1,039.06","1,015.23","7.22M","2.36%"
"04/04/2023","1,013.78","1,005.05","1,013.78","994.94","7.60M","1.01%"
"03/04/2023","1,003.67","1,009.19","1,013.32","994.48","4.87M","-0.41%"
"31/03/2023","1,007.81","995.40","1,129.78","990.35","10.46M","1.06%"
"30/03/2023","997.24","992.64","998.62","988.25","3.80M","1.07%"
"29/03/2023","986.67","983.45","990.35","979.56","5.10M","0.28%"
"28/03/2023","983.91","984.37","987.59","977.94","3.84M","0.23%"
"27/03/2023","981.61","977.48","987.59","971.47","5.30M","0.90%"
"24/03/2023","972.88","962.31","973.34","958.64","8.16M","0.24%"
"23/03/2023","970.58","962.31","970.58","958.64","6.26M","0.86%"
"22/03/2023","962.31","957.26","962.31","946.69","6.01M","0.48%"
"21/03/2023","957.72","963.69","974.72","955.77","5.77M","-1.14%"
"20/03/2023","968.75","952.20","987.59","952.20","5.34M","1.44%"
"17/03/2023","954.96","974.72","978.40","950.36","13.66M","-1.80%"
"16/03/2023","972.42","969.21","978.97","952.20","7.51M","0.91%"
"15/03/2023","963.69","974.26","986.67","960.47","15.19M","-0.99%"
"14/03/2023","973.34","978.40","990.80","972.88","8.09M","-0.47%"
"13/03/2023","977.94","961.85","987.59","951.95","11.51M","1.33%"
"10/03/2023","965.07","983.45","986.21","960.01","6.57M","0.62%"
"09/03/2023","959.10","962.31","962.77","950.36","3.75M","-0.05%"
"08/03/2023","959.56","947.61","961.39","940.71","5.03M","1.26%"
"07/03/2023","947.61","950.82","955.42","945.31","4.24M","-0.29%"
"06/03/2023","950.36","948.53","955.98","941.17","5.33M","0.24%"
"03/03/2023","948.07","944.39","948.99","938.87","5.38M","0.49%"
"02/03/2023","943.47","936.66","947.61","930.06","7.58M","0.93%"
"01/03/2023","934.74","954.50","961.39","932.44","6.86M","-2.96%"
"28/02/2023","963.23","974.72","979.78","949.22","10.34M","-2.06%"
"27/02/2023","983.45","972.88","984.83","971.50","4.93M","1.37%"
"24/02/2023","970.12","977.48","985.40","970.12","3.98M","-0.80%"
"23/02/2023","977.94","980.24","982.07","974.26","4.32M","-0.61%"
"22/02/2023","983.91","982.53","984.83","972.90","3.69M","-0.05%"
"21/02/2023","984.37","983.91","1,002.75","982.28","6.43M","0.05%"
"20/02/2023","983.91","992.18","994.48","975.98","10.64M","0.05%"
"17/02/2023","983.45","963.69","988.51","961.39","7.77M","2.05%"
"16/02/2023","963.69","973.34","975.52","955.42","12.80M","-0.85%"
"15/02/2023","971.96","972.42","972.42","962.31","4.61M","0.28%"
"14/02/2023","969.21","970.12","983.91","968.29","5.26M","0.05%"
"13/02/2023","968.75","954.04","972.42","952.31","5.60M","1.89%"
"10/02/2023","950.82","945.31","950.82","942.09","7.09M","0.34%"
"09/02/2023","947.61","944.39","952.66","937.50","8.79M","0.54%"
"08/02/2023","942.55","952.20","958.64","942.32","3.69M","-0.97%"
"07/02/2023","951.74","956.34","965.12","949.90","3.84M","-0.43%"
"06/02/2023","955.88","948.53","958.18","945.56","4.64M","0.58%"
